State ID,State,Year,Subsector ID,Subsector,Investment
8,Chihuahua,2016,311,Food Industry,18.993404388427734
8,Chihuahua,2016,312,Beverage Industry and the Snuff,11.840187072753906
8,Chihuahua,2016,315,Manufacture of Clothing,2.2733757495880127
8,Chihuahua,2016,322,Paper Industry,4.550478458404541
8,Chihuahua,2016,325,Chemical Industry,14.693037986755371
8,Chihuahua,2016,326,Industry Plastic and Rubber,77.13911437988281
8,Chihuahua,2016,331,Basic Metal Industries,12.589927673339844
8,Chihuahua,2016,332,Fabricated Metal Products,16.43952178955078
8,Chihuahua,2016,333,Manufacture of Machinery and Equipment,20.316028594970703
8,Chihuahua,2016,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",138.08668518066406
8,Chihuahua,2016,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",124.70375061035156
8,Chihuahua,2016,336,Manufacture of Transport Equipment,777.6719360351563
8,Chihuahua,2016,339,Other Manufacturing,67.9400863647461
8,Chihuahua,2016,432,The Wholesale Trade of Textile Products and Footwear,1.1011258363723755
8,Chihuahua,2016,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",17.914840698242188
8,Chihuahua,2016,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",10.619508743286133
8,Chihuahua,2016,462,The Retail Trade in Supermarkets and Department Stores,4.176584720611572
8,Chihuahua,2016,486,Pipelines,398.0107116699219
8,Chihuahua,2016,517,Telecommunications,31.776687622070313
8,Chihuahua,2016,522,Intermediary Institutions Credit and Financial Off-Exchange,-6.06089973449707
8,Chihuahua,2016,524,"Surety Companies, Insurance and Pensions",7.777801513671875
8,Chihuahua,2016,531,Real Estate Services,28.233386993408203
8,Chihuahua,2016,533,"Rental Services Trademarks, Patents and Franchises",1.5822069644927979
8,Chihuahua,2016,541,"Services Professionals, Scientists and Technicals",0.19371993839740753
8,Chihuahua,2016,561,Support Services Business,0.6828884482383728
8,Chihuahua,2016,721,Temporary Accommodation,-0.6199832558631897
8,Chihuahua,2017,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",104.76864624023438
8,Chihuahua,2017,237,Construction of Civil Engineering Works,5.688128471374512
8,Chihuahua,2017,311,Food Industry,13.896668434143066
8,Chihuahua,2017,312,Beverage Industry and the Snuff,15.663283348083496
8,Chihuahua,2017,315,Manufacture of Clothing,0.5102910399436951
8,Chihuahua,2017,322,Paper Industry,4.958545207977295
8,Chihuahua,2017,323,Printing and Related Industries,0.5728702545166016
8,Chihuahua,2017,325,Chemical Industry,7.662927627563477
8,Chihuahua,2017,326,Industry Plastic and Rubber,35.696739196777344
8,Chihuahua,2017,331,Basic Metal Industries,23.05396842956543
8,Chihuahua,2017,332,Fabricated Metal Products,45.480995178222656
8,Chihuahua,2017,333,Manufacture of Machinery and Equipment,27.105207443237305
8,Chihuahua,2017,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",38.527626037597656
8,Chihuahua,2017,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",131.94686889648438
8,Chihuahua,2017,336,Manufacture of Transport Equipment,650.0486450195313
8,Chihuahua,2017,339,Other Manufacturing,87.73237609863281
8,Chihuahua,2017,432,The Wholesale Trade of Textile Products and Footwear,0.23033617436885834
8,Chihuahua,2017,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",13.143681526184082
8,Chihuahua,2017,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",10.48351764678955
8,Chihuahua,2017,462,The Retail Trade in Supermarkets and Department Stores,8.065064430236816
8,Chihuahua,2017,486,Pipelines,421.28924560546875
8,Chihuahua,2017,492,Courier and Parcel Services,0.1384291648864746
8,Chihuahua,2017,517,Telecommunications,18.821596145629883
8,Chihuahua,2017,522,Intermediary Institutions Credit and Financial Off-Exchange,109.76904296875
8,Chihuahua,2017,523,"Trading Activities, Exchange Rate and Financial Investment",1.5508183240890503
8,Chihuahua,2017,524,"Surety Companies, Insurance and Pensions",4.273919105529785
8,Chihuahua,2017,533,"Rental Services Trademarks, Patents and Franchises",1.0161190032958984
8,Chihuahua,2017,541,"Services Professionals, Scientists and Technicals",0.17248687148094177
8,Chihuahua,2017,561,Support Services Business,1.9417613744735718
8,Chihuahua,2017,721,Temporary Accommodation,-3.3533897399902344
8,Chihuahua,2018,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",120.39828491210938
8,Chihuahua,2018,221,"Generation, Transmission and Distribution of Electric Energy",95.11556243896484
8,Chihuahua,2018,237,Construction of Civil Engineering Works,5.944674015045166
8,Chihuahua,2018,311,Food Industry,28.01194190979004
8,Chihuahua,2018,312,Beverage Industry and the Snuff,4.743263244628906
8,Chihuahua,2018,315,Manufacture of Clothing,6.986574172973633
8,Chihuahua,2018,322,Paper Industry,5.579590320587158
8,Chihuahua,2018,323,Printing and Related Industries,0.8083208203315735
8,Chihuahua,2018,325,Chemical Industry,-10.18236255645752
8,Chihuahua,2018,326,Industry Plastic and Rubber,36.3886833190918
8,Chihuahua,2018,331,Basic Metal Industries,23.922149658203125
8,Chihuahua,2018,332,Fabricated Metal Products,52.06227493286133
8,Chihuahua,2018,333,Manufacture of Machinery and Equipment,51.64209747314453
8,Chihuahua,2018,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",33.78706741333008
8,Chihuahua,2018,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",130.6693572998047
8,Chihuahua,2018,336,Manufacture of Transport Equipment,384.9269714355469
8,Chihuahua,2018,337,"Manufacture of Furniture, Mattresses and Blinds",0.21188199520111084
8,Chihuahua,2018,339,Other Manufacturing,61.76710510253906
8,Chihuahua,2018,432,The Wholesale Trade of Textile Products and Footwear,0.45459380745887756
8,Chihuahua,2018,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",9.512327194213867
8,Chihuahua,2018,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",24.367765426635742
8,Chihuahua,2018,462,The Retail Trade in Supermarkets and Department Stores,6.61424446105957
8,Chihuahua,2018,486,Pipelines,68.99650573730469
8,Chihuahua,2018,517,Telecommunications,25.689516067504883
8,Chihuahua,2018,522,Intermediary Institutions Credit and Financial Off-Exchange,34.62065124511719
8,Chihuahua,2018,524,"Surety Companies, Insurance and Pensions",-3.8650784492492676
8,Chihuahua,2018,531,Real Estate Services,0.3074917197227478
8,Chihuahua,2018,541,"Services Professionals, Scientists and Technicals",-5.871696472167969
8,Chihuahua,2018,561,Support Services Business,0.14243227243423462
8,Chihuahua,2018,721,Temporary Accommodation,0.5500122904777527
8,Chihuahua,2018,812,Personal Services,0.0028362900484353304
8,Chihuahua,2019,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",14.443392753601074
8,Chihuahua,2019,221,"Generation, Transmission and Distribution of Electric Energy",32.91455841064453
8,Chihuahua,2019,237,Construction of Civil Engineering Works,-2.279891014099121
8,Chihuahua,2019,311,Food Industry,25.235919952392578
8,Chihuahua,2019,312,Beverage Industry and the Snuff,21.65640640258789
8,Chihuahua,2019,315,Manufacture of Clothing,-38.421485900878906
8,Chihuahua,2019,322,Paper Industry,2.7944142818450928
8,Chihuahua,2019,323,Printing and Related Industries,0.30321165919303894
8,Chihuahua,2019,325,Chemical Industry,14.031723976135254
8,Chihuahua,2019,326,Industry Plastic and Rubber,28.173545837402344
8,Chihuahua,2019,331,Basic Metal Industries,6.237205505371094
8,Chihuahua,2019,332,Fabricated Metal Products,68.6124496459961
8,Chihuahua,2019,333,Manufacture of Machinery and Equipment,22.14405059814453
8,Chihuahua,2019,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",113.72216796875
8,Chihuahua,2019,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",165.6978759765625
8,Chihuahua,2019,336,Manufacture of Transport Equipment,561.546142578125
8,Chihuahua,2019,337,"Manufacture of Furniture, Mattresses and Blinds",-2.9704413414001465
8,Chihuahua,2019,339,Other Manufacturing,75.32698059082031
8,Chihuahua,2019,432,The Wholesale Trade of Textile Products and Footwear,0.24734565615653992
8,Chihuahua,2019,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",10.516157150268555
8,Chihuahua,2019,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",1.0749082565307617
8,Chihuahua,2019,435,"The Wholesale Trade of Machinery, Equipment and Furniture for Agricultural, Industrial, Service and Commercial, and other Machinery and Equipment for General Use",37.591392517089844
8,Chihuahua,2019,486,Pipelines,42.641929626464844
8,Chihuahua,2019,488,Services Related to Transportation,0.2612673044204712
8,Chihuahua,2019,517,Telecommunications,45.65162658691406
8,Chihuahua,2019,522,Intermediary Institutions Credit and Financial Off-Exchange,103.43102264404297
8,Chihuahua,2019,524,"Surety Companies, Insurance and Pensions",5.1208577156066895
8,Chihuahua,2019,531,Real Estate Services,0.413637638092041
8,Chihuahua,2019,533,"Rental Services Trademarks, Patents and Franchises",-1.6497173309326172
8,Chihuahua,2019,541,"Services Professionals, Scientists and Technicals",14.83534049987793
8,Chihuahua,2019,561,Support Services Business,0.21389368176460266
8,Chihuahua,2019,721,Temporary Accommodation,0.5787252187728882
8,Chihuahua,2020,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",-29.682476043701172
8,Chihuahua,2020,221,"Generation, Transmission and Distribution of Electric Energy",-9.173757553100586
8,Chihuahua,2020,237,Construction of Civil Engineering Works,-6.339595794677734
8,Chihuahua,2020,311,Food Industry,44.10884475708008
8,Chihuahua,2020,312,Beverage Industry and the Snuff,7.646541595458984
8,Chihuahua,2020,315,Manufacture of Clothing,-15.921880722045898
8,Chihuahua,2020,322,Paper Industry,1.699077844619751
8,Chihuahua,2020,323,Printing and Related Industries,0.3620772957801819
8,Chihuahua,2020,325,Chemical Industry,0.04505240172147751
8,Chihuahua,2020,326,Industry Plastic and Rubber,15.497345924377441
8,Chihuahua,2020,331,Basic Metal Industries,1.3369096517562866
8,Chihuahua,2020,332,Fabricated Metal Products,16.331087112426758
8,Chihuahua,2020,333,Manufacture of Machinery and Equipment,50.35170364379883
8,Chihuahua,2020,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",123.5432357788086
8,Chihuahua,2020,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",94.83084106445313
8,Chihuahua,2020,336,Manufacture of Transport Equipment,46.098785400390625
8,Chihuahua,2020,337,"Manufacture of Furniture, Mattresses and Blinds",0.35447800159454346
8,Chihuahua,2020,339,Other Manufacturing,81.7797622680664
8,Chihuahua,2020,432,The Wholesale Trade of Textile Products and Footwear,0.4524509012699127
8,Chihuahua,2020,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",14.913505554199219
8,Chihuahua,2020,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",1.8177602291107178
8,Chihuahua,2020,435,"The Wholesale Trade of Machinery, Equipment and Furniture for Agricultural, Industrial, Service and Commercial, and other Machinery and Equipment for General Use",-5.168946743011475
8,Chihuahua,2020,462,The Retail Trade in Supermarkets and Department Stores,12.082382202148438
8,Chihuahua,2020,486,Pipelines,5.632367134094238
8,Chihuahua,2020,517,Telecommunications,42.18473815917969
8,Chihuahua,2020,522,Intermediary Institutions Credit and Financial Off-Exchange,116.56999206542969
8,Chihuahua,2020,524,"Surety Companies, Insurance and Pensions",0.3973628580570221
8,Chihuahua,2020,531,Real Estate Services,6.612727642059326
8,Chihuahua,2020,541,"Services Professionals, Scientists and Technicals",5.616860866546631
8,Chihuahua,2020,561,Support Services Business,-2.0937085151672363
8,Chihuahua,2021,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",358.69842529296875
8,Chihuahua,2021,221,"Generation, Transmission and Distribution of Electric Energy",-6.594178199768066
8,Chihuahua,2021,311,Food Industry,-10.683706283569336
8,Chihuahua,2021,312,Beverage Industry and the Snuff,-1.2094814777374268
8,Chihuahua,2021,315,Manufacture of Clothing,3.621342658996582
8,Chihuahua,2021,322,Paper Industry,14.351865768432617
8,Chihuahua,2021,325,Chemical Industry,-2.337859869003296
8,Chihuahua,2021,326,Industry Plastic and Rubber,14.36210823059082
8,Chihuahua,2021,331,Basic Metal Industries,26.492158889770508
8,Chihuahua,2021,332,Fabricated Metal Products,17.348350524902344
8,Chihuahua,2021,333,Manufacture of Machinery and Equipment,80.20367431640625
8,Chihuahua,2021,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",401.8583984375
8,Chihuahua,2021,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",82.22637176513672
8,Chihuahua,2021,336,Manufacture of Transport Equipment,474.0041809082031
8,Chihuahua,2021,337,"Manufacture of Furniture, Mattresses and Blinds",0.3386691212654114
8,Chihuahua,2021,339,Other Manufacturing,121.39502716064453
8,Chihuahua,2021,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",8.281410217285156
8,Chihuahua,2021,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",18.80751609802246
8,Chihuahua,2021,435,"The Wholesale Trade of Machinery, Equipment and Furniture for Agricultural, Industrial, Service and Commercial, and other Machinery and Equipment for General Use",4.830967426300049
8,Chihuahua,2021,462,The Retail Trade in Supermarkets and Department Stores,16.228620529174805
8,Chihuahua,2021,486,Pipelines,123.78497314453125
8,Chihuahua,2021,517,Telecommunications,23.724470138549805
8,Chihuahua,2021,522,Intermediary Institutions Credit and Financial Off-Exchange,76.79085540771484
8,Chihuahua,2021,524,"Surety Companies, Insurance and Pensions",0.6206308603286743
8,Chihuahua,2021,541,"Services Professionals, Scientists and Technicals",1.7954219579696655
8,Chihuahua,2021,561,Support Services Business,7.120693206787109
8,Chihuahua,2021,721,Temporary Accommodation,0.4223710298538208
8,Chihuahua,2021,811,Repair and Maintenance Services,1.3870196342468262
8,Chihuahua,2022,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",165.80990600585938
8,Chihuahua,2022,237,Construction of Civil Engineering Works,36.85945129394531
8,Chihuahua,2022,311,Food Industry,170.91941833496094
8,Chihuahua,2022,312,Beverage Industry and the Snuff,0.7587071061134338
8,Chihuahua,2022,315,Manufacture of Clothing,3.569275379180908
8,Chihuahua,2022,322,Paper Industry,6.5039896965026855
8,Chihuahua,2022,325,Chemical Industry,0.9491150975227356
8,Chihuahua,2022,326,Industry Plastic and Rubber,18.711536407470703
8,Chihuahua,2022,331,Basic Metal Industries,11.710421562194824
8,Chihuahua,2022,332,Fabricated Metal Products,11.894353866577148
8,Chihuahua,2022,333,Manufacture of Machinery and Equipment,63.03725814819336
8,Chihuahua,2022,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",347.3365478515625
8,Chihuahua,2022,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",84.02787780761719
8,Chihuahua,2022,336,Manufacture of Transport Equipment,355.8876037597656
8,Chihuahua,2022,337,"Manufacture of Furniture, Mattresses and Blinds",0.3267577588558197
8,Chihuahua,2022,339,Other Manufacturing,110.60955810546875
8,Chihuahua,2022,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",5.975306034088135
8,Chihuahua,2022,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",5.918710708618164
8,Chihuahua,2022,435,"The Wholesale Trade of Machinery, Equipment and Furniture for Agricultural, Industrial, Service and Commercial, and other Machinery and Equipment for General Use",0.39780735969543457
8,Chihuahua,2022,462,The Retail Trade in Supermarkets and Department Stores,5.072240829467773
8,Chihuahua,2022,486,Pipelines,184.56884765625
8,Chihuahua,2022,517,Telecommunications,-31.909656524658203
8,Chihuahua,2022,519,Other Information Services,-63.77536392211914
8,Chihuahua,2022,522,Intermediary Institutions Credit and Financial Off-Exchange,74.2148208618164
8,Chihuahua,2022,524,"Surety Companies, Insurance and Pensions",1.1958469152450562
8,Chihuahua,2022,541,"Services Professionals, Scientists and Technicals",40.389915466308594
8,Chihuahua,2022,561,Support Services Business,-0.2524561882019043
8,Chihuahua,2022,721,Temporary Accommodation,1.1766327619552612
9,Ciudad de México,1999,111,Farming,0.2300020009279251
9,Ciudad de México,1999,115,Services Related to Agricultural and Forestry Activities,0.03349699825048447
9,Ciudad de México,1999,211,Oil and Gas,0.33211299777030945
9,Ciudad de México,1999,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",20.66033363342285
9,Ciudad de México,1999,213,Services Related to Mining,0.058873001486063004
9,Ciudad de México,1999,221,"Generation, Transmission and Distribution of Electric Energy",8.335362434387207
9,Ciudad de México,1999,222,Water and Gas Supply Pipeline to the Consumer,36.08065414428711
9,Ciudad de México,1999,236,Edification,-15.846875190734863
9,Ciudad de México,1999,237,Construction of Civil Engineering Works,40.311580657958984
9,Ciudad de México,1999,238,Specialized Construction Work,57.00212860107422
9,Ciudad de México,1999,311,Food Industry,166.15969848632813
9,Ciudad de México,1999,312,Beverage Industry and the Snuff,44.180885314941406
9,Ciudad de México,1999,313,Textile Manufacturing Inputs and Finishing of Textiles,9.55458927154541
9,Ciudad de México,1999,314,"Manufacture of Textiles, except Apparel",1.5592780113220215
9,Ciudad de México,1999,315,Manufacture of Clothing,43.98855209350586
9,Ciudad de México,1999,316,"Tanning and Leather Finishing and Leather and Manufacture of Leather Products, Leather and Substitute Materials",-0.334540992975235
9,Ciudad de México,1999,322,Paper Industry,32.41089630126953
9,Ciudad de México,1999,323,Printing and Related Industries,25.712730407714844
9,Ciudad de México,1999,324,Manufacture of Products of Petroleum and Coal,2.7381179332733154
9,Ciudad de México,1999,325,Chemical Industry,300.7500915527344
9,Ciudad de México,1999,326,Industry Plastic and Rubber,9.094343185424805
9,Ciudad de México,1999,327,Product Manufacturing Nonmetallic Minerals,76.1839370727539
9,Ciudad de México,1999,331,Basic Metal Industries,1.0255260467529297
9,Ciudad de México,1999,332,Fabricated Metal Products,13.406824111938477
9,Ciudad de México,1999,333,Manufacture of Machinery and Equipment,51.49403381347656
9,Ciudad de México,1999,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",717.9992065429688
9,Ciudad de México,1999,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",55.006168365478516
9,Ciudad de México,1999,336,Manufacture of Transport Equipment,160.2894744873047
9,Ciudad de México,1999,337,"Manufacture of Furniture, Mattresses and Blinds",5.69523286819458
9,Ciudad de México,1999,339,Other Manufacturing,105.83999633789063
9,Ciudad de México,1999,431,"Trade to the Wholesale Grocery, Food, Drinks, Ice and Snuff",6.956493854522705
9,Ciudad de México,1999,432,The Wholesale Trade of Textile Products and Footwear,12.770488739013672
9,Ciudad de México,1999,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",85.58126831054688
9,Ciudad de México,1999,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",203.2335662841797
9,Ciudad de México,1999,435,"The Wholesale Trade of Machinery, Equipment and Furniture for Agricultural, Industrial, Service and Commercial, and other Machinery and Equipment for General Use",142.30722045898438
9,Ciudad de México,1999,436,"The Wholesale Trade of Trucks and New Parts and Spare Parts for Cars, Vans and Trucks",9.008808135986328
9,Ciudad de México,1999,437,Intermediary to the Wholesale Trade,0.18327300250530243
9,Ciudad de México,1999,461,"Trade to the Retail Grocery, Food, Drinks, Ice and Snuff",0.2618759870529175
9,Ciudad de México,1999,462,The Retail Trade in Supermarkets and Department Stores,77.86842346191406
9,Ciudad de México,1999,465,"The Retail Trade of Stationery, for Recreation and other Personal Items",1.7620680332183838
9,Ciudad de México,1999,466,"The Retail Trade of Household Goods, Computers, Items for Interior Decoration and Used Items",0.5491219758987427
9,Ciudad de México,1999,468,"The Retail Trade of Motor Vehicles, Parts, Fuel and Lubricants",48.14519500732422
9,Ciudad de México,1999,481,Air Transport,55.63391876220703
9,Ciudad de México,1999,482,Rail Transport,1.4176479578018188
9,Ciudad de México,1999,486,Pipelines,27.89470672607422
9,Ciudad de México,1999,488,Services Related to Transportation,50.21284103393555
9,Ciudad de México,1999,492,Courier and Parcel Services,-19.659996032714844
9,Ciudad de México,1999,511,"Publishing of Newspapers, Magazines, Books, Software and other Materials, and Integrated Editing these Publications Printing",5.341241836547852
9,Ciudad de México,1999,512,"Film Industry and Video, and Sound Industry",12.044280052185059
9,Ciudad de México,1999,517,Telecommunications,179.57778930664063
9,Ciudad de México,1999,519,Other Information Services,40.913063049316406
9,Ciudad de México,1999,522,Intermediary Institutions Credit and Financial Off-Exchange,66.56075286865234
9,Ciudad de México,1999,523,"Trading Activities, Exchange Rate and Financial Investment",28.66350555419922
9,Ciudad de México,1999,524,"Surety Companies, Insurance and Pensions",29.873180389404297
9,Ciudad de México,1999,531,Real Estate Services,137.31240844726563
9,Ciudad de México,1999,532,Rental Services Movables,86.28179168701172
9,Ciudad de México,1999,533,"Rental Services Trademarks, Patents and Franchises",2.2239389419555664
9,Ciudad de México,1999,541,"Services Professionals, Scientists and Technicals",29.40359878540039
9,Ciudad de México,1999,561,Support Services Business,192.76806640625
9,Ciudad de México,1999,611,Educational Services,2.484937906265259
9,Ciudad de México,1999,621,Outpatient Medical Services and Related Services,3.262984037399292
9,Ciudad de México,1999,711,"Artistic, Cultural and Sporting Services, and other Related Services",0.8009210228919983
9,Ciudad de México,1999,713,Entertainment Services in Recreational Facilities and other Recreational Services,52.415374755859375
9,Ciudad de México,1999,721,Temporary Accommodation,10.562458992004395
9,Ciudad de México,1999,722,Preparation Services Food and Beverage,53.041175842285156
9,Ciudad de México,1999,811,Repair and Maintenance Services,2.0936028957366943
9,Ciudad de México,1999,812,Personal Services,7.79380989074707
9,Ciudad de México,2000,111,Farming,0.10201799869537354
9,Ciudad de México,2000,115,Services Related to Agricultural and Forestry Activities,0.016535000875592232
9,Ciudad de México,2000,211,Oil and Gas,-5.965578079223633
9,Ciudad de México,2000,212,"Mining of Metal and Non-Metallic Minerals, except Petroleum and Gas",11.975814819335938
9,Ciudad de México,2000,213,Services Related to Mining,-48.3944206237793
9,Ciudad de México,2000,221,"Generation, Transmission and Distribution of Electric Energy",42.08053970336914
9,Ciudad de México,2000,222,Water and Gas Supply Pipeline to the Consumer,12.28969955444336
9,Ciudad de México,2000,236,Edification,16.091188430786133
9,Ciudad de México,2000,237,Construction of Civil Engineering Works,-6.092088222503662
9,Ciudad de México,2000,238,Specialized Construction Work,-9.671835899353027
9,Ciudad de México,2000,311,Food Industry,109.21845245361328
9,Ciudad de México,2000,312,Beverage Industry and the Snuff,165.2021026611328
9,Ciudad de México,2000,313,Textile Manufacturing Inputs and Finishing of Textiles,-16.617143630981445
9,Ciudad de México,2000,314,"Manufacture of Textiles, except Apparel",22.202800750732422
9,Ciudad de México,2000,315,Manufacture of Clothing,5.721059799194336
9,Ciudad de México,2000,316,"Tanning and Leather Finishing and Leather and Manufacture of Leather Products, Leather and Substitute Materials",-0.664264976978302
9,Ciudad de México,2000,322,Paper Industry,28.881671905517578
9,Ciudad de México,2000,323,Printing and Related Industries,40.670692443847656
9,Ciudad de México,2000,324,Manufacture of Products of Petroleum and Coal,1.2301379442214966
9,Ciudad de México,2000,325,Chemical Industry,302.6162414550781
9,Ciudad de México,2000,326,Industry Plastic and Rubber,9.131190299987793
9,Ciudad de México,2000,327,Product Manufacturing Nonmetallic Minerals,37.903812408447266
9,Ciudad de México,2000,331,Basic Metal Industries,7.10604190826416
9,Ciudad de México,2000,332,Fabricated Metal Products,5.7239837646484375
9,Ciudad de México,2000,333,Manufacture of Machinery and Equipment,28.65648651123047
9,Ciudad de México,2000,334,"Manufacture of Computer, Communication, Measurement and other Equipment, Electronic Components and Accessories",-86.17255401611328
9,Ciudad de México,2000,335,"Manufacture of Accessories, Electrical Appliances and Equipment Power Generation",248.50408935546875
9,Ciudad de México,2000,336,Manufacture of Transport Equipment,83.1850814819336
9,Ciudad de México,2000,337,"Manufacture of Furniture, Mattresses and Blinds",21.545120239257813
9,Ciudad de México,2000,339,Other Manufacturing,83.72642517089844
9,Ciudad de México,2000,431,"Trade to the Wholesale Grocery, Food, Drinks, Ice and Snuff",96.55473327636719
9,Ciudad de México,2000,432,The Wholesale Trade of Textile Products and Footwear,24.71704864501953
9,Ciudad de México,2000,433,"The Wholesale Trade of Pharmaceuticals, Toiletries, Entertainment Items, Minor Appliances and White Line",152.0546875
9,Ciudad de México,2000,434,"The Wholesale Trade of Agricultural and Forestry Raw Materials for Industry, and Waste Materials",100.11112213134766
9,Ciudad de México,2000,435,"The Wholesale Trade of Machinery, Equipment and Furniture for Agricultural, Industrial, Service and Commercial, and other Machinery and Equipment for General Use",86.20801544189453
9,Ciudad de México,2000,436,"The Wholesale Trade of Trucks and New Parts and Spare Parts for Cars, Vans and Trucks",0.11534199863672256
9,Ciudad de México,2000,437,Intermediary to the Wholesale Trade,7.581247806549072
9,Ciudad de México,2000,462,The Retail Trade in Supermarkets and Department Stores,358.77935791015625
9,Ciudad de México,2000,464,The Retail Trade of Goods for Health Care,0.26454800367355347
9,Ciudad de México,2000,465,"The Retail Trade of Stationery, for Recreation and other Personal Items",0.3489690124988556
9,Ciudad de México,2000,466,"The Retail Trade of Household Goods, Computers, Items for Interior Decoration and Used Items",-0.8325170278549194
9,Ciudad de México,2000,468,"The Retail Trade of Motor Vehicles, Parts, Fuel and Lubricants",141.55508422851563
9,Ciudad de México,2000,481,Air Transport,150.66610717773438
9,Ciudad de México,2000,482,Rail Transport,1.6137800216674805
9,Ciudad de México,2000,488,Services Related to Transportation,37.79310989379883
9,Ciudad de México,2000,492,Courier and Parcel Services,2.0803370475769043
9,Ciudad de México,2000,511,"Publishing of Newspapers, Magazines, Books, Software and other Materials, and Integrated Editing these Publications Printing",1.204192042350769
9,Ciudad de México,2000,512,"Film Industry and Video, and Sound Industry",184.1709747314453
9,Ciudad de México,2000,515,Radio and Television,52.88246154785156
9,Ciudad de México,2000,517,Telecommunications,-314.9290466308594
9,Ciudad de México,2000,519,Other Information Services,47.51530075073242
9,Ciudad de México,2000,522,Intermediary Institutions Credit and Financial Off-Exchange,1893.0413818359375
9,Ciudad de México,2000,523,"Trading Activities, Exchange Rate and Financial Investment",3.476310968399048
9,Ciudad de México,2000,524,"Surety Companies, Insurance and Pensions",371.385986328125
9,Ciudad de México,2000,531,Real Estate Services,141.66192626953125
9,Ciudad de México,2000,532,Rental Services Movables,38.291015625
9,Ciudad de México,2000,533,"Rental Services Trademarks, Patents and Franchises",5.610363960266113
9,Ciudad de México,2000,541,"Services Professionals, Scientists and Technicals",107.95997619628906
9,Ciudad de México,2000,561,Support Services Business,303.09039306640625
9,Ciudad de México,2000,562,Waste Management and Waste and Remediation Services,25.52007484436035
9,Ciudad de México,2000,611,Educational Services,34.21028137207031
9,Ciudad de México,2000,621,Outpatient Medical Services and Related Services,1.5829780101776123
9,Ciudad de México,2000,622,Hospitals,0.021902000531554222
9,Ciudad de México,2000,711,"Artistic, Cultural and Sporting Services, and other Related Services",0.9658330082893372
9,Ciudad de México,2000,713,Entertainment Services in Recreational Facilities and other Recreational Services,0.3697870075702667
9,Ciudad de México,2000,721,Temporary Accommodation,90.98603820800781
9,Ciudad de México,2000,722,Preparation Services Food and Beverage,13.811836242675781
9,Ciudad de México,2000,811,Repair and Maintenance Services,32.201534271240234
9,Ciudad de México,2000,812,Personal Services,2.291677951812744
